"","Massbank_PR310840_LPC_18_3","Massbank_PR310841_LPC_18_3","Massbank_PR310842_LPC_18_3","Massbank_RP012103_PC_16_0_0_0_Palmitoyllysolectithin_3_hexadecanoyloxy_2_hydroxypropyl_2_trimethylazaniumyl_ethyl_phosphate","PC_14_0_18_1_","PC_14_0_18_2_","PC_14_0_18_3_","PC_14_0_20_4_","PC_14_0_22_6_","PC_15_0_0_0_","PC_15_0_18_2_","PC_15_0_18_3_","PC_15_0_20_3_","PC_15_0_20_4_","PC_15_1_18_2_","PC_16_0_16_0_","PC_16_0_16_1_","PC_16_0_18_0_","PC_16_0_18_1_","PC_16_0_18_2_","PC_16_0_18_3_","PC_16_0_20_3_","PC_16_0_20_4_","PC_16_0_20_5_","PC_16_0_22_4_","PC_16_0_22_5_","PC_16_0_22_6_","PC_16_0_18_1_2_3_hexadecanoyloxy_2_octadec_9_enoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_4_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_tetraenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_5_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_17_pentaenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_1_16_1_","PC_16_1_17_1_","PC_16_1_17_2_","PC_16_1_18_1_","PC_16_1_18_2_","PC_16_1_18_3_","PC_16_1_20_4_","PC_16_2_16_0_","PC_16_2_16_1_","PC_16_2_18_1_","PC_16_2_18_2_","PC_16_3_16_0_","PC_17_0_0_0_","PC_17_0_18_1_","PC_17_0_18_2_","PC_17_0_18_3_","PC_17_1_18_1_","PC_17_1_18_2_","PC_17_2_18_2_","PC_18_0_18_2_","PC_18_0_18_3_","PC_18_0_20_2_","PC_18_0_20_3_","PC_18_0_20_4_","PC_18_0_9_0_CHO_","PC_18_1_18_1_","PC_18_1_18_2_","PC_18_1_19_1_","PC_18_1_20_1_","PC_18_1_20_3_","PC_18_1_20_4_","PC_18_1_22_1_","PC_18_1_24_0_","PC_18_1_24_1_","PC_18_1_18_2_trimethyl_2_3_octadec_11_enoyloxy_2_octadeca_9_12_dienoyloxy_propyl_phosphonato_oxy_ethyl_azanium","PC_18_2_0_0_","PC_18_2_18_2_","PC_18_2_18_3_","PC_18_2_20_0_","PC_18_2_20_1_","PC_18_2_20_2_","PC_18_2_20_4_","PC_18_2_22_0_","PC_18_2_24_0_","PC_18_3_0_0_","PC_18_3_18_3_","PC_18_3_20_2_","PC_19_1_19_1_","PC_19_1_22_1_","PC_20_1_20_1_","PC_DAG_16_0_18_3_","Spectral_Match_to_Arachidonoylthio_PC_from_NIST14","Spectral_Match_to_HEPC_from_NIST14","Spectral_Match_to_Lyso_PC_16_0_from_NIST14"
"PI598070","2.083856e-01","2.083856e-01","2.083856e-01","1.738002e+01","2.005682e+01","1.842124e+02","4.194598e+00","1.191972e+02","1.167299e+03","1.692170e-01","7.467937e+02","1.001910e+03","7.002062e+01","2.086940e+02","7.156497e+02","5.448485e+02","2.000333e+02","2.692898e+03","3.095369e+04","4.337574e+04","3.391232e+04","2.209879e+04","1.301147e+04","6.610380e+03","1.032679e+02","3.252841e+01","1.079372e+02","1.207817e+02","2.895348e+02","6.227033e+01","1.203439e+02","6.110130e+02","7.791417e+02","7.229291e+03","2.226221e+02","7.799497e+01","1.735575e+04","3.844045e+01","8.389197e+00","3.777929e+03","1.613391e+02","9.787396e+00","2.128222e+03","1.205882e+02","7.173660e+02","6.184367e+01","6.514921e+02","4.865724e+02","8.944030e+01","3.797679e+03","5.099726e+02","1.366495e+02","1.446469e+03","2.065357e+02","1.098161e+01","1.309964e+03","1.274248e+04","1.701864e+01","1.649024e+02","2.409583e+02","2.794151e+02","8.322200e+01","1.438751e+02","1.859031e+03","3.713124e+02","3.365977e+02","7.373165e+04","8.169975e+03","9.558935e+01","2.348994e+02","3.442262e+01","1.079372e+02","5.548134e+00","9.784373e+01","2.709013e+00","1.667570e+03","1.319980e+01","2.022598e+02","1.968453e+00","2.219253e+01","1.484147e+01","2.678977e+03","2.820283e-02","8.690012e+01"
"PI533760","1.753968e+01","1.753968e+01","1.753968e+01","5.107909e+01","6.790840e+01","5.568065e+01","2.249934e+01","7.714901e+01","4.450421e+03","1.115105e+00","2.960697e+02","4.535550e+02","6.080598e+01","4.708137e+00","3.239678e+02","4.697483e+02","6.139268e+01","2.255724e+02","5.673071e+03","2.147400e+04","4.021750e+04","4.994638e+03","1.583363e+03","9.083787e+03","3.430353e+01","2.530382e+01","2.478450e+01","1.593382e+01","1.261871e+02","2.287947e+02","3.697401e+01","2.422388e+02","3.701334e+02","3.579000e+03","3.825423e+02","7.357513e+01","2.379523e+04","9.062076e+00","4.499867e+01","4.485612e+03","1.233198e+02","5.249845e+01","1.829603e+03","1.619138e+01","3.369698e+02","6.019845e+01","2.791078e+02","4.809801e+02","2.017773e+00","2.045694e+03","8.937387e+02","6.308414e+01","7.190281e+01","6.860706e+01","1.757877e+00","3.214185e+02","2.742496e+03","8.501561e+00","1.537065e+02","8.004157e+01","1.814252e+02","7.373649e+00","5.806132e+00","2.126190e+02","6.504853e+01","1.194770e+03","8.972389e+03","1.090700e+04","3.837636e+01","1.071712e+01","1.143451e+01","2.478450e+01","4.915766e-01","1.119047e+01","2.280158e+02","6.357745e+03","1.013194e+01","8.726727e+01","3.912669e-01","1.966306e+00","2.550282e+01","1.032366e+03","1.858509e-01","2.553955e+02"
"PI656040","6.365306e+00","6.365306e+00","6.365306e+00","4.384106e+01","3.461090e+01","2.474219e+01","2.531355e+01","4.429081e+01","2.761498e+03","4.824830e-01","1.567914e+02","3.190560e+02","4.746915e+01","4.804813e+00","2.278971e+02","2.770128e+02","6.485968e+01","1.981165e+02","4.959535e+03","1.438093e+04","4.562816e+04","3.396355e+03","2.692262e+03","4.883209e+03","2.125029e+01","9.856851e+00","7.862550e+00","9.565838e+00","2.998962e+01","7.905959e+01","6.263061e+00","1.282839e+02","2.403843e+02","2.396822e+03","9.823498e+02","4.386515e+01","1.294101e+04","1.527479e+01","5.062709e+01","5.113456e+03","7.212760e+01","5.906494e+01","1.887145e+03","9.966591e+00","2.315273e+02","4.708737e+01","2.296385e+02","3.763172e+02","2.059206e+00","9.259373e+02","9.494748e+02","6.526671e+01","1.638757e+02","4.250058e+01","6.119251e-01","3.675660e+02","2.043549e+03","5.087034e+00","1.736553e+02","4.958402e+01","8.253395e+01","6.121526e+00","3.373509e+01","1.196734e+02","9.154422e+01","2.138304e+02","1.525615e+04","6.017335e+03","2.480581e+01","1.901563e+01","7.083431e+00","7.862550e+00","4.081018e-01","6.298599e+00","8.274898e+01","3.944997e+03","4.551227e+00","6.222511e+01","1.756812e-01","1.632407e+00","6.548999e+01","9.675791e+02","8.041383e-02","2.192053e+02"
"PI656030","2.020017e+01","2.020017e+01","2.020017e+01","5.262934e+01","2.556694e+01","8.226616e+01","2.535285e+01","9.571081e+01","1.178318e+03","6.154707e-01","3.048007e+02","3.881688e+02","2.589284e+01","4.106903e+00","2.772634e+02","2.058127e+02","1.119882e+02","1.474212e+02","9.074188e+03","1.748973e+04","3.383907e+04","4.300049e+03","5.577775e+03","1.144707e+04","2.521340e+01","1.143664e+01","3.741442e+01","1.944669e+01","1.698833e+02","1.876986e+02","1.043392e+01","2.493824e+02","2.943774e+02","2.914955e+03","6.197628e+02","7.726870e+01","3.034197e+04","2.595217e+01","5.070571e+01","3.787441e+03","1.415287e+02","5.915666e+01","3.142743e+03","7.528732e+00","2.211271e+02","2.566673e+01","1.980015e+02","2.051078e+02","1.760101e+00","9.371796e+02","4.957166e+02","1.238614e+01","2.289312e+02","5.042680e+01","1.209736e+00","8.909394e+02","2.540821e+03","2.902236e+00","4.834774e+01","5.883127e+01","9.516443e+01","5.644280e-01","1.979342e+01","1.749438e+01","4.243624e+01","1.229230e+03","3.160739e+04","1.418426e+04","1.942270e+01","3.530877e+01","8.404467e+00","3.741442e+01","3.762853e-02","9.207569e-01","2.626022e+02","1.683311e+03","5.013475e+00","4.148732e+01","7.283164e-02","1.505141e-01","4.131752e+01","6.846940e+02","1.025784e-01","2.631467e+02"
"PI564165","6.297524e+00","6.297524e+00","6.297524e+00","2.782778e+01","5.910191e+01","1.099914e+02","3.825961e+01","1.001071e+02","3.568288e+03","6.503242e-01","3.460322e+02","9.696459e+02","7.992875e+01","5.467755e+00","6.926042e+02","3.578553e+02","4.477235e+01","2.510251e+02","4.046403e+03","1.671871e+04","6.772176e+04","3.608367e+03","4.044745e+03","6.762571e+03","2.880930e+01","7.839210e+00","1.359551e+01","1.388781e+01","4.508833e+01","1.000163e+02","3.548501e+01","2.831172e+02","7.693030e+02","2.786451e+03","1.054621e+03","7.706038e+01","1.818408e+04","2.179539e+01","7.651921e+01","7.571512e+03","1.449552e+02","8.927242e+01","1.685546e+03","1.502515e+01","1.913859e+02","7.795872e+01","2.266612e+02","6.216998e+02","2.343324e+00","8.606897e+02","7.987603e+02","4.839505e+01","2.008796e+02","5.761859e+01","7.146391e-01","2.690265e+02","3.262346e+03","5.480581e+00","1.975327e+02","6.722169e+01","6.946593e+01","9.972571e+00","2.810482e+01","1.928955e+02","1.833688e+02","2.160069e+02","2.292022e+04","8.393736e+03","3.133324e+01","2.797191e+01","9.603099e+00","1.359551e+01","6.648380e-01","1.015239e+01","8.186782e+01","5.097554e+03","3.520193e+00","7.586880e+01","2.095078e-01","2.659352e+00","7.030805e+01","1.146991e+03","1.083874e-01","1.391389e+02"
"PI533758","2.075602e+01","2.075602e+01","2.075602e+01","3.526995e+01","4.197047e+01","2.085121e+02","1.721078e+01","9.674801e+01","4.280568e+03","3.637198e-01","5.519345e+02","4.303185e+02","4.350651e+01","2.795919e+01","3.073703e+02","2.691513e+02","5.942487e+01","6.422159e+02","1.935693e+04","2.745210e+04","5.027849e+04","7.218230e+03","8.588547e+03","9.745790e+03","1.926410e+01","1.863442e+01","7.977105e+01","1.895643e+01","2.465755e+02","7.543951e+01","3.460295e+01","4.515828e+02","3.305803e+02","4.575350e+03","3.328352e+01","8.845376e+01","2.574138e+04","2.496875e+01","3.442156e+01","5.587978e+03","1.515287e+02","4.015849e+01","2.027826e+03","1.031345e+02","3.630543e+02","4.056612e+01","4.308464e+02","3.215885e+02","1.198251e+01","1.871009e+03","3.964656e+02","2.035195e+01","3.331199e+02","3.852821e+01","2.446345e+00","3.599883e+02","4.784165e+03","9.070064e+00","1.161635e+02","4.494958e+01","1.625422e+02","6.118137e+00","2.171429e+01","2.223609e+02","2.188949e+02","1.897524e+03","4.866844e+04","1.188557e+04","2.951196e+01","5.386797e+01","6.421368e+00","7.977105e+01","4.078758e-01","1.170320e+01","2.698282e+02","6.115097e+03","8.582685e+00","6.590385e+01","1.091733e+00","1.631503e+00","2.218901e+00","1.180757e+03","6.061996e-02","1.763498e+02"
"PI533869","2.459947e+00","2.459947e+00","2.459947e+00","6.237815e+01","9.768713e+00","6.859296e+01","1.955705e+00","7.098153e+01","4.955322e+02","1.553162e+00","3.719793e+02","4.374547e+02","4.064010e+01","1.220391e+01","3.124677e+02","2.867705e+02","2.648343e+01","1.717178e+02","7.689286e+03","1.244351e+04","2.129829e+04","6.560031e+03","7.712160e+03","3.343989e+03","2.788909e+01","2.024950e+01","3.146125e+01","3.735717e+01","1.257324e+02","3.534992e+01","4.437087e+01","3.043467e+02","3.426212e+02","2.073918e+03","2.093673e+02","4.939925e+01","8.539552e+03","1.619426e+01","3.911410e+00","2.375782e+03","9.849337e+01","4.563312e+00","1.748481e+03","8.017520e+01","3.054499e+02","3.607223e+01","3.172361e+02","2.840099e+02","5.230247e+00","2.442230e+03","2.868780e+02","5.500601e+01","5.141790e+02","5.577818e+01","4.863714e-01","4.994356e+02","4.969400e+03","3.113007e+00","7.588819e+01","6.507455e+01","1.777240e+02","1.017653e+01","3.302762e+01","1.937702e+02","2.704308e+02","1.297815e+03","4.370224e+04","4.093741e+03","3.418703e+01","8.854273e+01","9.296364e+00","3.146125e+01","6.784356e-01","1.019843e+01","3.197932e+01","7.079031e+02","8.377104e+00","7.368249e+01","8.269590e-01","2.713742e+00","1.395782e+01","1.167401e+03","2.588604e-01","3.118907e+02"
"PI534070","1.623414e+01","1.623414e+01","1.623414e+01","5.706729e+01","3.912044e+01","5.772896e+01","2.825710e+00","5.508688e+01","1.919504e+03","5.463353e-01","1.847487e+02","2.378617e+02","2.923409e+01","7.752007e+00","1.699012e+02","1.839902e+02","1.684834e+01","6.130985e+01","5.257600e+03","9.813077e+03","2.917454e+04","2.794945e+03","3.664303e+03","4.177546e+03","1.425101e+01","1.109030e+01","5.195150e+00","8.336171e+00","5.517917e+01","5.000305e+01","7.266597e+00","1.511580e+02","1.938496e+02","1.635513e+03","6.065806e+02","3.715476e+01","1.057704e+04","1.276121e+01","5.651420e+00","3.268575e+03","7.547043e+01","6.593323e+00","3.121047e+03","6.171200e+00","2.308078e+02","2.877685e+01","2.244999e+02","2.297576e+02","3.322289e+00","8.419425e+02","4.489634e+02","4.693317e+01","1.647636e+02","2.850202e+01","5.630824e-01","2.519608e+02","4.280727e+03","6.429799e+00","1.181223e+02","3.325235e+01","9.410327e+01","7.048197e+00","2.105983e+01","2.134496e+02","3.440091e+02","8.238976e+02","2.076439e+04","5.101657e+03","3.119452e+01","2.796678e+01","4.750336e+00","5.195150e+00","4.698798e-01","1.123419e+01","2.110438e+02","2.742148e+03","5.033573e+00","7.032215e+01","3.059742e-01","1.879519e+00","4.043871e+01","1.231700e+03","9.105589e-02","2.853365e+02"
"PI576345","3.197562e+00","3.197562e+00","3.197562e+00","4.019500e+01","5.195676e+01","3.048460e+01","3.546735e+00","4.280348e+01","2.524199e+03","4.954227e-01","2.524821e+02","3.988260e+02","2.985543e+01","8.068247e+00","2.848757e+02","3.783760e+02","8.710837e+01","8.594378e+02","1.252579e+04","2.555699e+04","3.660228e+04","4.235199e+03","5.115372e+03","5.532185e+03","2.381138e+01","1.120257e+01","2.911157e+01","2.582323e+01","1.646709e+02","1.217070e+02","1.423518e+01","2.065762e+02","3.136369e+02","4.259498e+03","6.986753e+02","4.594344e+01","1.474658e+04","1.551388e+01","7.093469e+00","4.097972e+03","7.261111e+01","8.275714e+00","1.851753e+03","4.972591e+01","2.640242e+02","2.956464e+01","2.150166e+02","2.362263e+02","3.457820e+00","5.581706e+02","4.069508e+02","1.938411e+01","2.125084e+02","4.762277e+01","2.115000e+00","2.420365e+02","4.919684e+03","6.663162e+00","1.214025e+02","5.555990e+01","7.476894e+01","4.321127e+00","3.394641e+01","3.043992e+02","3.438085e+02","3.976157e+02","2.898711e+04","6.848396e+03","3.578607e+01","3.411660e+01","7.937128e+00","2.911157e+01","2.880751e-01","1.602101e+01","4.156831e+01","3.605998e+03","3.951242e+00","7.843402e+01","4.980771e-01","1.152301e+00","4.657835e+01","1.320599e+03","8.257045e-02","2.009750e+02"
"PI656072","3.330631e+00","3.330631e+00","3.330631e+00","3.366830e+01","4.981055e+01","5.622278e+01","1.300316e+01","5.242226e+01","1.245473e+03","5.221667e-01","5.336327e+02","6.117824e+02","5.893464e+01","9.521031e+01","4.369874e+02","5.238546e+02","6.877878e+01","1.754589e+03","2.633729e+04","2.412700e+04","3.285844e+04","1.036130e+04","1.161161e+04","7.291996e+03","7.001147e+01","3.039822e+01","7.301985e+01","7.395666e+01","2.049598e+02","5.797903e+01","3.442168e+01","4.366086e+02","4.767715e+02","4.021166e+03","3.260649e+02","3.626886e+01","1.903303e+04","2.159388e+01","2.600633e+01","3.665430e+03","7.256546e+01","3.034071e+01","1.662430e+03","8.165984e+01","3.136766e+02","5.349017e+01","3.514976e+02","4.224768e+02","4.080442e+01","1.827799e+03","3.409605e+02","4.523595e+01","7.315059e+02","1.400229e+02","1.238652e+01","5.681787e+02","8.373731e+03","2.011075e+01","6.294935e+01","1.633601e+02","2.297861e+02","4.743970e+01","4.282466e+01","9.171806e+02","5.145026e+02","5.811837e+02","6.579915e+04","9.030841e+03","4.966357e+01","1.227367e+02","2.333716e+01","7.301985e+01","3.162646e+00","4.827266e+01","4.329821e+01","1.779248e+03","1.208555e+01","1.026098e+02","1.619410e+00","1.265059e+01","2.173766e+01","1.942334e+03","8.702778e-02","1.683415e+02"
"PI656005","4.803468e+01","4.803468e+01","4.803468e+01","1.257770e+02","5.167541e+01","1.283520e+02","3.217740e+01","1.661907e+02","2.141241e+03","1.046369e+00","4.581639e+02","5.508638e+02","6.215884e+01","2.425288e+01","3.934742e+02","2.348982e+02","1.441590e+02","2.416995e+02","1.534208e+04","2.663837e+04","6.095664e+04","5.673008e+03","8.270678e+03","1.427262e+04","8.020253e+01","4.613399e+01","2.691618e+01","2.313220e+01","2.139206e+02","1.592304e+02","3.915250e+00","3.748613e+02","4.340636e+02","4.439728e+03","2.274050e+03","1.073002e+02","3.572740e+04","3.884431e+01","6.435480e+01","6.874028e+03","2.237652e+02","7.508060e+01","4.813219e+03","1.834493e+01","4.194335e+02","6.111903e+01","3.980937e+02","4.879124e+02","1.039409e+01","2.325260e+03","1.737065e+03","2.042416e+01","3.717804e+02","1.604051e+02","4.896878e+00","1.466519e+03","4.453042e+03","1.464335e+01","5.064813e+01","1.871392e+02","3.570008e+02","2.788145e+00","2.183739e+00","1.781543e+01","6.269457e+01","2.747680e+03","4.686717e+04","1.750765e+04","3.151412e+01","5.301987e+01","2.673418e+01","2.691618e+01","1.858764e-01","9.376541e-01","6.244508e+02","3.058916e+03","1.844520e+01","6.549976e+01","2.295768e+00","7.435054e-01","1.516034e+02","1.516986e+03","1.743948e-01","6.288849e+02"
"PI34911","3.426078e+00","3.426078e+00","3.426078e+00","3.138769e+01","1.325045e+01","6.483019e+01","5.137816e+00","7.512999e+01","1.828792e+03","6.071968e-01","5.421605e+02","5.016674e+02","7.870578e+01","1.307884e+02","3.583339e+02","1.408174e+02","5.293714e+01","4.115245e+02","5.439234e+03","2.389288e+04","2.901040e+04","5.721437e+03","1.067076e+04","8.515736e+03","1.425038e+02","7.085899e+01","2.633062e+01","1.450686e+00","3.304466e+02","5.493550e+01","7.817236e+00","4.435858e+02","3.979979e+02","3.982146e+03","2.296735e+02","6.003855e+01","2.248300e+04","2.903769e+01","1.027563e+01","3.233585e+03","1.105924e+02","1.198824e+01","1.850964e+03","3.299692e+01","3.627595e+02","7.399477e+01","4.112229e+02","5.872472e+02","5.605217e+01","4.917907e+03","6.749295e+02","2.100606e+02","8.098438e+02","2.850076e+02","5.326823e+00","8.049985e+02","3.027687e+03","3.131886e+01","2.716710e+02","3.325089e+02","5.096992e+02","6.673471e+01","2.850943e+01","5.381151e+02","7.954290e+01","5.220619e+02","6.046763e+04","1.049944e+04","7.785449e+01","1.278469e+02","4.750127e+01","2.633062e+01","4.448980e+00","2.832185e+01","4.453902e+01","2.612560e+03","2.761447e+01","1.775242e+02","4.289351e+00","1.779592e+01","1.531156e+01","9.639563e+02","1.011995e-01","1.569385e+02"
"PI576332","1.013793e+01","1.013793e+01","1.013793e+01","3.837016e+01","4.037885e+01","8.358337e+01","1.899205e+01","4.971033e+01","1.545805e+03","1.266748e-01","2.886872e+02","3.211162e+02","2.683650e+01","1.854588e+00","2.293687e+02","2.512415e+02","9.325704e+01","1.799423e+02","5.893841e+03","1.627335e+04","3.401923e+04","3.067406e+03","5.601439e+03","9.231421e+03","2.603198e+01","1.544068e+01","2.597809e+01","1.627432e+01","1.305601e+02","1.340890e+02","1.706132e+01","2.361986e+02","2.493875e+02","2.712224e+03","6.460133e+02","4.582754e+01","2.469964e+04","1.295232e+01","3.798410e+01","3.808626e+03","7.816735e+01","4.431478e+01","3.326802e+03","5.232363e+01","1.914686e+02","2.654421e+01","2.211234e+02","2.120614e+02","7.948234e-01","1.052981e+03","3.618320e+02","8.794408e+00","2.243268e+02","5.206396e+01","1.205515e+01","5.693593e+02","1.960012e+03","6.744334e+00","2.303212e+01","6.074129e+01","1.122124e+02","2.137349e+00","1.127542e+01","6.702399e+01","5.239938e+01","5.948829e+02","3.174149e+04","1.137131e+04","1.607794e+01","3.681893e+01","8.677327e+00","2.597809e+01","1.424899e-01","3.527578e+00","1.317931e+02","2.208293e+03","5.973586e+00","3.317033e+01","1.756263e-01","5.699597e-01","4.306755e+01","5.338819e+02","2.111246e-02","1.918508e+02"
"PI656000","1.510655e+01","1.510655e+01","1.510655e+01","5.768305e+01","4.843166e+01","7.374062e+01","1.207919e+01","8.997775e+01","3.507921e+03","7.241434e-01","6.182708e+02","6.855434e+02","1.079360e+02","2.758800e+01","4.896738e+02","4.494411e+02","8.993497e+01","8.681468e+02","1.336734e+04","1.351541e+04","6.412619e+04","6.908704e+03","9.600900e+03","8.622142e+03","2.571756e+01","2.065892e+01","5.836495e+01","3.958487e+01","2.039552e+02","1.498595e+02","4.533015e+01","5.058579e+02","5.627678e+02","2.252568e+03","3.734355e+02","7.676129e+01","2.262401e+04","2.753849e+01","2.415837e+01","7.141729e+03","1.364229e+02","2.818477e+01","2.020032e+03","7.827445e+01","7.568196e+02","1.044814e+02","6.439877e+02","8.323962e+02","1.182343e+01","2.390943e+03","6.901122e+02","1.069624e+02","3.346321e+02","5.143513e+01","4.714002e-01","6.019378e+02","7.892657e+03","1.290796e+01","1.828834e+02","6.000765e+01","1.698178e+02","5.568460e+01","2.684258e+01","7.934346e+02","5.249017e+02","1.475798e+03","5.440510e+04","1.062569e+04","4.360638e+01","4.842236e+01","8.572521e+00","5.836495e+01","3.712307e+00","4.175972e+01","1.963852e+02","5.011315e+03","9.124328e+00","1.010442e+02","2.550931e+00","1.484923e+01","2.489570e+01","2.127467e+03","1.206906e-01","2.884153e+02"
"PI656111","2.039962e+01","2.039962e+01","2.039962e+01","2.309771e+01","4.323294e+01","4.591616e+01","3.092703e+01","1.299340e+02","3.513088e+03","2.340321e-01","2.494975e+02","4.254330e+02","6.305531e+01","2.353585e+01","3.038807e+02","3.475738e+02","2.273938e+01","1.097596e+02","8.742722e+03","6.626421e+03","3.126154e+04","3.954926e+03","5.734051e+03","7.136357e+03","1.449835e+01","1.812329e+01","3.296032e+01","3.094424e+01","1.469449e+02","9.507285e+01","7.013140e+00","2.041343e+02","3.379502e+02","1.104403e+03","3.780453e+02","9.939897e+01","1.875069e+04","1.835163e+01","6.185407e+01","3.490306e+03","1.876360e+02","7.216308e+01","1.013585e+03","6.528594e+01","4.977643e+02","6.101015e+01","4.465169e+02","4.860360e+02","1.008679e+01","1.323847e+03","3.800185e+02","4.344386e+01","2.483358e+02","2.899669e+01","2.928767e+00","2.579744e+02","3.192539e+03","4.236913e+00","1.542871e+02","3.382947e+01","1.534337e+02","8.799923e+00","2.693328e+01","4.641192e+02","1.949848e+02","1.139465e+03","3.249295e+04","8.732897e+03","2.523707e+01","4.285064e+01","4.832782e+00","3.296032e+01","5.866615e-01","2.442733e+01","2.651951e+02","5.018697e+03","7.182993e+00","6.096126e+01","3.905162e-01","2.346646e+00","2.520302e+01","8.818955e+02","3.900535e-02","1.154886e+02"
"PI656037","7.471349e-01","7.471349e-01","7.471349e-01","3.613644e+01","4.373309e+01","5.163289e+01","5.542729e+00","5.465722e+01","2.034537e+03","5.871709e-01","3.170292e+02","3.657791e+02","4.600609e+01","1.800270e+01","2.612708e+02","2.862804e+02","4.769875e+01","3.253568e+02","4.498244e+03","2.583411e+04","1.727300e+04","5.415138e+03","6.674580e+03","6.141200e+03","7.139882e+01","1.623559e+01","2.573925e+01","1.365846e+01","2.489604e+02","2.933827e+01","1.715032e+01","2.593875e+02","2.962662e+02","4.305685e+03","3.056508e+02","4.045405e+01","1.593711e+04","1.330742e+01","1.108546e+01","1.932806e+03","7.781832e+01","1.293304e+01","1.534707e+03","9.947248e+00","3.673306e+02","4.372898e+01","3.579998e+02","3.475548e+02","7.715445e+00","2.276841e+03","3.655982e+02","7.847554e+01","4.652155e+02","1.427976e+02","1.034855e+00","9.660013e+02","7.639077e+03","1.217994e+01","1.013282e+02","1.665973e+02","1.432464e+02","3.786849e+01","2.967239e+01","8.753399e+02","5.787264e+02","8.416089e+02","3.782262e+04","7.509682e+03","2.797817e+01","7.631455e+01","2.379961e+01","2.573925e+01","2.524566e+00","4.607052e+01","9.712754e+00","2.906481e+03","6.776102e+00","6.415286e+01","2.288314e+00","1.009827e+01","2.037672e+01","1.918642e+03","9.786182e-02","1.806822e+02"
"PI656013","2.724817e+00","2.724817e+00","2.724817e+00","2.072843e+01","8.453306e+01","9.110558e+01","4.641281e+01","3.000144e+02","8.170493e+03","3.758738e-02","2.162933e+02","5.492165e+02","1.186781e+02","1.788904e+02","3.922975e+02","5.638051e+02","4.031836e+01","2.268402e+02","8.897876e+03","4.069979e+04","7.072191e+04","6.413771e+03","1.675981e+04","1.693567e+04","1.432645e+02","6.647028e+01","4.659046e+01","2.292449e+01","2.875523e+02","2.469966e+02","1.400837e+01","1.769672e+02","4.337001e+02","6.783298e+03","8.763069e+02","2.280486e+02","4.486780e+04","3.095728e+01","9.282562e+01","7.896937e+03","4.320515e+02","1.082966e+02","1.811050e+03","5.667494e+00","5.725872e+02","1.134691e+02","5.437235e+02","9.025438e+02","7.666733e+01","3.260926e+03","7.896120e+02","1.239273e+02","5.958523e+02","2.865291e+02","1.465253e+01","1.181591e+03","4.103195e+03","1.820502e+01","2.082116e+02","3.342839e+02","5.389347e+02","4.627088e+01","3.272876e+01","9.518739e+02","1.483714e+02","2.237546e+02","9.497224e+04","2.096869e+04","4.746884e+01","9.376847e+01","4.775485e+01","4.659046e+01","3.084726e+00","5.009863e+01","3.542263e+01","1.167213e+04","2.983271e+01","1.108795e+02","3.507646e+00","1.233890e+01","5.842046e+01","1.275973e+03","6.264563e-03","1.036422e+02"
"PI576364","3.456657e+00","3.456657e+00","3.456657e+00","4.523532e+01","6.220468e+01","7.192866e+01","4.493852e+01","1.665315e+02","1.788583e+03","6.282886e-01","7.756308e+02","7.792220e+02","5.291859e+01","2.212121e+01","5.565872e+02","3.665893e+02","1.860681e+02","7.875351e+00","1.864016e+04","2.740572e+04","3.719644e+04","9.691525e+03","1.043256e+04","1.231387e+04","8.768738e+01","2.140968e+01","8.203094e+01","3.739076e+01","2.863914e+02","8.069262e+01","1.135967e+01","6.346070e+02","5.981980e+02","4.567619e+03","1.427205e+03","1.270711e+02","3.105840e+04","4.205649e+01","8.987705e+01","4.196369e+03","2.402203e+02","1.048566e+02","3.963750e+03","8.140724e+01","4.028730e+02","5.132890e+01","4.180677e+02","4.090415e+02","9.480520e+00","2.304721e+03","1.188425e+03","2.399424e+01","8.435643e+02","1.753748e+02","1.112298e+01","2.348420e+03","5.227874e+03","7.914232e+00","3.862159e+01","2.046039e+02","2.068000e+02","6.254020e+00","1.245548e+01","3.931921e+02","7.681612e+00","5.785813e+02","5.911786e+04","1.509250e+04","2.576882e+01","1.358194e+02","2.922913e+01","8.203094e+01","4.169347e-01","2.069432e+01","4.493654e+01","2.555119e+03","1.000869e+01","5.365257e+01","5.097079e-01","1.667739e+00","9.514701e+01","1.420130e+03","1.047148e-01","2.261766e+02"
